LA,9/22/13,"Energy Drilling Company, Oberlin, LA 70655",Worker struck and killed by a joint casing that fell from a truck.,Fatality,30.6201984,-92.7626462
CA,9/21/13,"City of Laguna Beach, Laguna Beach, CA 92607",Worker in vehicle was struck by truck on public highway.,Fatality,33.5343738,-117.7769821
LA,9/21/13,"Filiberto Serna, New Orleans, LA 70143",Worker was crushed while disassembling a modular trailer unit.,Fatality,29.83,-90.02
CA,9/20/13,"Campanella Corporation, Vallejo, CA 94592",Worker struck and killed by a construction tractor scraper.,Fatality,38.088795,-122.2710602
IN,9/20/13,"IMPD, Indianapolis, IN 46204",Officer shot and killed while attempting to rescue a victim of domestic violence.,Fatality,39.7713425,-86.1573709
CA,9/20/13,"KDW Construction LLC, Mare Island, CA 94592",Worker was struck and killed by a construction tractor scraper while surveying a worksite. ,Fatality,38.0954755,-122.2724704
WI,9/20/13,"Overgard Inc., Eleva, WI 54738",Worker killed in a vehicle collision after the trailer of the vehicle  became unhitched.,Fatality,44.5757974,-91.4701575
GA,9/20/13,"Smiley Plaster Co., Swainsboro, GA 30401",Worker performing stucco work from a second level scaffold died after falling 16 feet.,Fatality,32.5973856,-82.3337376
CA,9/19/13,"Gold NÍ Stuff, Ventura, CA 93003",Worker died after falling 45-feet from a tree during trimming operations.,Fatality,--,--
IN,9/19/13,"Lamar Advertising, Gary, IN 46408",One worker electrocuted and two others hospitalized while working on an outdoor billboard.,Fatality,41.5412825,-87.3711477
AL,9/19/13,"R & J Construction Inc., Fort Payne, AL 35967",Worker installing metal roof clips died after falling 28 feet.,Fatality,34.4442547,-85.7196893
KY,9/19/13,"Yager Materials LLC, Owensboro, KY 42302",Worker replacing dump truck axle was crushed when the floor jack failed.,Fatality,37.77,-87.11
IL,9/18/13,"Kenny Construction Company, Chicago, IL 60618",Worker drowned while relining the inside of a sewer during a heavy rain.,Fatality,41.9464283,-87.7074089
CO,9/17/13,"Avis Car Rental, Grand Junction, CO 81506",Worker driving a rental car shuttle was killed in a vehicle collision.,Fatality,39.159591,-108.5581899
OH,9/17/13,"Joel Cornelius Enterprises Inc., Harrison, OH 45030",Worker died from fall while conducting repairs to a gutter on a residential house.  ,Fatality,39.249868,-84.793025
TN,9/17/13,"Vanderbilt Landscaping LLC, Brownsville, TN 38012",Worker struck and killed by a vehicle while picking up roadside debris.,Fatality,35.5939671,-89.262291
MD,9/16/13,"Castlewood Consulting LLC, Glen Echo, MD 21812",Worker operating back hoe died after being caught-between the machine and house under construction.,Fatality,39.5858333,-104.9044444
TX,9/16/13,"Distribution Export Logistics Inc., Houston, TX 77043",Worker performing maintenance on an electrical forklift was crushed and killed by the machine's overhead guard and mast. ,Fatality,29.8054835,-95.5564777
FL,9/16/13,"Johnny's Electric, Inc., Fernandina Beach, FL 32034",Electrician working from an aerial lift was electrocuted by an overhead power line.,Fatality,30.6696818,-81.4625919
FL,9/16/13,"SRic-Man Construction Florida, Inc., Miami, FL 33173",Worker struck and killed by a valve assembly.,Fatality,25.7038331,-80.360297
AR,9/15/13,"Rogers Helicopters Inc., Perryville, AR 72126",Worker electrocuted while servicing transmission lines from a helicopter.,Fatality,35.0048102,-92.8026673
MO,9/14/13,"Caliber Cast Stone, O' FALLON  MO 63366",Worker died after being struck by the cement mixer he was repairing.,Fatality,38.8106075,-90.6998477
IL,9/14/13,"Ravenswood Disposal Service Inc., Chicago, IL 60612",Worker was crushed between a box truck and a front end loader.,Fatality,41.8816606,-87.6926257
FL,9/13/13,"Beyel Bros. Inc., Merritt Island, FL 32952",A deck hand drowned after falling into the water while assisting in securing a tug boat to a barge.,Fatality,28.2949008,-80.6659842
TX,9/13/13,"Formosa Plastics Corporation Texas, Point Comfort, TX 77978",Five workers were hospitalized for injuries sustained in a flash fire caused by the release of a chemical under pressure.,Catastrophe,28.6797169,-96.5602537
FL,9/13/13,"Nuco 2 Inc., Miami, FL 33126",Worker died after being struck by an SUV.,Fatality,25.778647,-80.2962385
FL,9/12/13,"Cronin Construction, Oviedo, FL 32765",Worker died after being struck by a vehicle while working on a roadway project.,Fatality,28.669997,-81.2081203
IL,9/12/13,"GA Paving LLC, Chicago, IL 60621",Worker died after being pulled into the grinding section of an asphalt paving machine.,Fatality,41.775305,-87.6416419
CA,9/12/13,"PattyÍs Forestry Services Inc., Mammoth Lakes, CA 93546",Worker died after being struck by a falling branch while trimming a tree.,Fatality,--,--
NY,9/11/13,"7Joy Process Mechanical Inc., Canastota, NY 13032",Worker welding inside a tank connected to a sewage treatment facility died in an explosion..,Fatality,43.0795121,-75.7507413
OH,9/11/13,"Bethel Frame & Wheel Alignment Service LLC, Bethel, OH 45106",Worker performing brake repairs died after falling from a step ladder.,Fatality,38.9636771,-84.0807664
HI,9/11/13,"Color Dynamics Inc., Honolulu, HI 96822",Worker died after falling 50 feet from a suspension scaffold.,Fatality,21.3175493,-157.8152491
NJ,9/11/13,"Hartin Paint & Filler Corp., Carlstadt, NJ 07072",Worker died after being overcome by toluene vapor while taking solvent level measurements from an outdoor storage tank. ,Fatality,40.8403778,-74.0906974
TX,9/11/13,"Lyford Gin Association, San Benito, TX 78586",Worker performing trash removal died after falling from tractor and being run over.,Fatality,26.132576,-97.6311006
PA,9/11/13,"S K Lumber, Cochranton, PA 16314",Forklift operator was killed when the lift went off a dock and rolled onto him.,Fatality,41.5200534,-80.0483929
GA,9/11/13,"TJ Lyle & Company, Rome, GA 30161","Worker cutting a water pipe with a chain saw died after the saw kicked back and cut his neck, severing arteries. ",Fatality,34.257038,-85.1646726
MO,9/11/13,"US Foods, Selem, MO 65560",Worker died after falling from the bumper of a cooler truck.  ,Fatality,37.5877447,-91.4048249
OR,9/11/13,"Westcoast Tree Care Inc., Lake Oswego, OR 97035",Worker died from overexposure to heat while trimming trees.,Fatality,45.413914,-122.7201232
IL,9/10/13,"Heber Farms, Belleville, IL 62220",Worker died after falling off of a six foot ladder. ,Fatality,38.4744782,-89.9906734
SD,9/10/13,"Sierra Steel Buildings Inc., Northville, SD 57465",Worker installing insulation and panels on the roof of a steel building died after falling approximately 20 feet. ,Fatality,45.1555313,-98.5792629
WV,9/10/13,"Terminix Pest Control, Wheeling, WV 26003",Worker died after being stung several times during a service call. ,Fatality,40.0639616,-80.7209149
PA,9/9/13,"Bdaric Excavating, Swoyerville, PA 18704",Worker died after the steeple of a church that was being demolished fell on the cab of the tractor he was operating.,Fatality,41.2726012,-75.9056753
CT,9/9/13,"GFW Welding & Co., Derby, CT 06418",Worker crushed by a snow plow blade that slid off forklift blades.,Fatality,41.3206523,-73.0889973
OK,9/9/13,"Godwin Formwork Solutions, Norman, OK 73019",Worker died from a 67-foot fall when the scaffold he stepped onto collapsed. ,Fatality,35.1879507,-97.4421919
TX,9/9/13,"Madden Galvanizing LLC, Houston, TX 77040",Worker was crushed by the forklift he was operating when it fell over on him. ,Fatality,29.8760239,-95.5249863
NE,9/9/13,"Werner Construction Inc., Albion, NE 68620",Worker died after being struck by a motor bucket.,Fatality,41.6918434,-98.0012091
NJ,9/8/13,"Universal Constructors Inc., Piscataway, NJ 08854",Worker died after being run over and crushed by bulldozer.,Fatality,40.5397222,-74.4663889
KY,9/8/13,"Watts Brothers Cable Construction, Calhoun, KY 42327",Worker was struck and killed by tree that was being removed from a telephone line. ,Fatality,37.5389351,-87.2583316
PA,9/7/13,"Jenny's Kauli, Bethlehem, PA 18015",Three workers were hospitalized after the butane canisters over-heated and exploded. ,Catastrophe,40.6259316,-75.3704579
AL,9/7/13,"Premier Bulk Stevedoring LLC, Mobile, AL 36602",Shipboard rigger died after being struck by falling cargo while it was being transferred from the pier.,Fatality,30.7058829,-88.038754
CA,9/7/13,"Sunwest Fruit Company Inc.,Traver, CA 93673",Worker killed in collision between all-terrain vehicle he was operating and another vehicle.,Fatality,36.4536184,-119.4857538
CA,9/6/13,"Celco Construction Company, Desert Hot Springs, CA 92240",Worker electrocuted while changing power pack. ,Fatality,33.961124,-116.5016784
MI,9/6/13,"Powder Coat II, Mt Clemens, MI 48043",Worker crushed between transfer cart and automotive paint coating machine.,Fatality,42.5972563,-82.8779754
PR,9/6/13,"Scrap Metal Recycling Inc., Vegas Baja, PR 00693",Worker operating a compact excavator was caught between bucket and machine frame.,Fatality,--,--
OR,9/6/13,"Stalcup Roofing & Construction LLC, Sandy Creek, OR 97055",One worker killed and three others hospitalized when roof trusses that were being installed fell over and collapsed into structure under construction.  ,Fatality,45.3657152,-122.0482067
TX,9/6/13,"Williams Brothers Construction Co. Inc., Willis, TX 77378",Worker performing paving/concrete work died after being struck by a driveshaft.,Fatality,30.4249276,-95.4799418
TX,9/5/13,"Coastal Leak Consulting Inc., Houston, TX 77066",Plumber was electrocuted while cutting through a pipe.,Fatality,29.9631614,-95.509247
MI,9/5/13,"Dan Hoe Excavating, Grand Haven, MI 49242",Worker leveling stone in preparation for paving was struck and killed by a skid steer operating in reverse.,Fatality,41.8933451,-84.6269824
OK,9/4/13,"Cromwell Dozer & Backhoe L.P., Bristow, OK 74010",Worker died in an explosion at an oil tank battery.,Fatality,35.8306334,-96.391118
PA,9/4/13,"Greentech Energy Services, Skippack, PA 19474",Electrical journeyman electrocuted while installing lighting equipment.  ,Fatality,40.2268917,-75.4040854
OR,9/4/13,"Roy Webster Orchards Inc., Hood River, OR 97031",Worker crushed and killed when the tractor he was operating rolled down a steep ravine.  ,Fatality,45.7053966,-121.5214623
TX,9/4/13,"Union Pacific Railroad, Mathis, TX 78368",Worker in an aerial lift repairing a railroad trestle died after falling 40-60 feet.,Fatality,28.0944558,-97.8280543
NC,9/3/13,"Baker Grading & Landscaping Inc., Marion, NC 28752",Worker sweeping debris from roadway died when a dump truck backed over him.,Fatality,35.6840131,-82.0092745
CA,9/3/13,"Juon Painting (Subcontractor); Calwide Painting (General Contractor), Thousand Oaks, CA 91362",Worker painting died after falling 15 feet from ladder. ,Fatality,34.1971476,-118.824722
IN,9/3/13,"Orange County Amish Saw Mill, Orleans, IN 47452",Worker killed by moving saw blade.,Fatality,38.6617205,-86.4516557
AR,9/3/13,"Ponder Well Service Inc., Neil, AR 71752",Worker at a well site collapsed and died from heat.,Fatality,33.4197111,-93.1980527
CA,9/2/13,"Blanchi Partnership, Nelson, CA 95958",Worker died in all terrain vehicle crash.,Fatality,39.5515199,-121.76477
MS,9/2/13,"Mid-South Agricultural Equipment Inc., Sumner, MS 38957",Worker performing tractor maintnenace was killed when the vehicle slipped into gear and rolled over him.,Fatality,33.9709464,-90.3687028
AL,9/1/13,"L & M Painting LLC, Irondale, AL 35210",Worker died after falling 50 feet while pressure washing the inside of a water tower.,Fatality,33.5381601,-86.7072102
MA,9/1/13,"Labor Ready, Burlington, MA 01803",Worker died after falling from a fixed ladder while replacing filters in a HVAC system located on the roof.,Fatality,42.5047161,-71.1956205
AL,8/31/13,"L & M Painting LLC, Irondale, AL 35210",Worker died after falling 50 from a ladder inside a water tower.,Fatality,33.5381601,-86.7072102
RI,8/31/13,"Russo Brothers Construction LLC, Johnston, RI 02919",Employee killed after being run over by a dump truck while making repairs to the braking system.,Fatality,41.8205199,-71.512617
AR,8/31/13,"Simmons Foods Inc., Siloam Springs, AR 72761",Four workers hospitalized after being overexposed to carbon dioxide at a poultry processing plant.,Catastrophe,36.1881365,-94.5404962
OH,8/31/13,"Wally's Tree Service, Wapakoneta, OH 45895",Worker killed after falling from an extension ladder during tree trimming operations.,Fatality,40.5678265,-84.1935594
NY,8/31/13,"YMCA New York, White Plains, NY 10605",Security guard was stabbed to death by a resident.,Fatality,41.0112762,-73.7419017
PA,8/30/13,"Asplundh Tree Expert Co., Blairsville, PA 15717",Three employees were hospitalized when their utility vehicle rolled over. ,Catastrophe,40.4311796,-79.260869
NJ,8/30/13,"Atlantic City Electric, Turnersville, NJ 08012",Worker struck and killed by a utility pole that had fallen off the back of a boom truck. ,Fatality,39.7728846,-75.0518583
NM,8/30/13,"Santa Fe National Forest, Jemez Springs, NM 87025",Employee killed in an ATV acident while investigating a report of smoke in the Santa Fe National Forest. ,Fatality,35.7686356,-106.692258
GA,8/30/13,"SMC Networks Inc., Buford, GA 30519",Worker delivering a package struck and killed by another vehicle.,Fatality,34.1206564,-84.0043513
TX,8/29/13,"Auger Services Inc., Columbus, TX 78934",Driver loading a drilling rig onto a truck died after being struck by a cable.,Fatality,29.7066232,-96.5396933
FL,8/29/13,"Double H Construction of Lake Okeechobee Inc., Punta Gorda, FL 33950",Construction worker died in a motor vehicle accident. ,Fatality,26.9297836,-82.0453664
PA,8/29/13,"Grove U.S. LLC, Shady Grove, PA 17256",Worker died after being pinned between two mobile cranes.,Fatality,39.7787655,-77.6735804
OH,8/29/13,"Sheehan Pipeline Construction, Steubenville, OH 43952",Worker died after falling from construction equipment.,Fatality,40.3697905,-80.6339638
KS,8/29/13,"Track Utilities LLC, Medicine, Lodge, KS 67104",Worker electrocuted while reconstructing a power line. ,Fatality,37.2811339,-98.580361
TX,8/29/13,"United Forming, Houston, TX 77027",Worker died after falling 11 floors down an elevator shaft.,Fatality,29.740582,-95.4515725
NY,8/29/13,"William J. Morse Jr. LLC, Stephentown, NY 12168",Worker struck and killed by a falling tree during tree-cutting operations.,Fatality,42.5617077,-73.3826585
IL,8/28/13,"A. Finkl & Sons Co., Chicago, IL 60619",Employee killed after being struck by material hanging from an overhead crane.,Fatality,41.7458012,-87.6087638
WI,8/28/13,"Charter, Keshena, WI 54135",Worker suffered multiple bee stings and died after falling abd striking his head. ,Fatality,44.8838712,-88.6337152
MD,8/28/13,"El Rodeo Restaurant LLC, Riverdale, MD 20737",Worker installing a banner died after falling from an extension ladder. ,Fatality,38.963444,-76.9316408
NC,8/28/13,"U.S. Department of Interior, Cherokee, NC 28719",Worker died after a riding lawn mower rolled onto him.,Fatality,35.4770574,-83.3205859
NY,8/28/13,"Wightman Oil Company, Andover, NY 14806",Oil worker servicing a well died after being struck by falling equipment when the oil rig mast broke.,Fatality,42.1564581,-77.7955509
TX,8/27/13,"McCoy's Building Supply, Lufkin, TX 75901",Employee loading sheetrock was killed after being pinned between a loaded forklift and a flatbed truck. ,Fatality,31.3382406,-94.729097
KS,8/27/13,"Sodexo Management Company, Garden City, KS 67846",Employee struck and killed by a car.,Fatality,37.9716898,-100.8726618
GA,8/26/13,"Allen Development Group Inc., Columbus, GA 31909",Two workers were killed at an excavation site when the 15-foot deep trench they were working in collapsed. ,Fatality,32.5371089,-84.9297206
VA,8/26/13,"Bluewater Yacht Sales LLC, Hampton, VA 23669",Employee drowned after falling from a floating dock while washing the hull of motor yacht.,Fatality,37.0517234,-76.3347838
FL,8/26/13,"CB Construction Corp., Sarasota, FL 34242",Employee drowned while inspecting a seawall under construction.,Fatality,27.2752758,-82.5564559
TX,8/26/13,"JBA Land Management, Plano TX 75025",Worker drowned in a golf course pond when a lawnmower flipped over onto him.,Fatality,33.0869379,-96.7601057
NE,8/26/13,"Leal Trucking, Alliance, NE 69301",Worker crushed and killed by a truck while removing a pnuematic powered axle.,Fatality,42.0930235,-102.8702006
MO,8/26/13,"MFA Inc., Aurora, MO 65605",Worker died after falling nearly 30 feet from a manlift.,Fatality,36.970891,-93.717979
TX,8/26/13,"Panchos Fencing, Guthrie, TX 79236",Employee killed after being struck by a backhoe.,Fatality,33.6206613,-100.3228034
TX,8/24/13,"CC Zamora Construction LLC, Fort Worth, TX 76129",Worker died when a chimney fell on him during demolition operations.,Fatality,32.7087439,-97.3617845
ND,8/24/13,"Not Trucking LLC, Killdeer, ND 58640",Worker was killed after being run over by a truck and tanker trailer at a fracking oil well site.,Fatality,47.3719582,-102.7540751
CA,8/24/13,"Rutledge Floor Covering, Torrance, CA 90505",Worker died from fall while installing floor covering.,Fatality,33.8101772,-118.3520389
TX,8/23/13,"Centerpoint Energy, Katy, TX 77494",Worker killed when caught between the ground and bumper of the bucket truck he was repairing.  ,Fatality,29.7857853,-95.8243956
PA,8/23/13,"Clarion Boards Inc., Shippenville, PA 16254",Worker fatally crushed between a roller conveyor and the conveyor system while working on a hydraulic pump.,Fatality,41.2503395,-79.4594904
MS,8/23/13,"Deviney Construction Company, MS 39212",Worker electrocuted by power line.     ,Fatality,32.2537549,-90.2713944
WI,8/23/13,"Erie Insurance Group, Hobart, WI 54115",Insurance employee was killed in a motor vehicle crash while traveling on business.,Fatality,44.4882896,-88.1584129
TX,8/23/13,"Globe Energy Services, Henderson, TX 75652",Worker died in fall down staircase.,Fatality,32.1532156,-94.7993802
AR,8/22/13,"Heartland Footwear Inc., Pocahontas, AR 72455",Worker killed when caught in a rotary injection molding machine.,Fatality,36.2614554,-90.971233
LA,8/22/13,"Ryman Lynn May, Simsboro, LA 71275",Truck driver was fatally crushed under the landing gear of a semi-trailer.,Fatality,32.5345953,-92.7884871
TX,8/22/13,"Troy Construction LLC, Jackson, TX 77566",Employee working as a highway workzone flagger was struck and killed by motor vehicle.,Fatality,29.0620369,-95.4882679
TX,8/21/13,"Koch Construction Company Inc., Kingsville, TX 78363",Construction worker died from heat stress.,Fatality,27.5158689,-97.856109
TX,8/21/13,"T-5 Construction Inc., Garrison, TX 75946",Worker electrocuted from overhead power line.,Fatality,31.8243402,-94.491039
MA,8/20/13,"Ahronian Landscaping & Design Inc., Holliston, MA 01746",Worker in aerial lift burned and electrocuted from overhead electrical line.,Fatality,42.2000966,-71.4245049
TX,8/20/13,"Classic Irrigation & Landscape Inc., Missouri City, TX 77459",Landscape employee crushed and killed by tractor and truck.,Fatality,29.4773092,-95.5302337
CA,8/20/13,"Re Planet, Cucamonga, CA 91730",Worker was struck and killed by skid loader.,Fatality,34.0965313,-117.5848025
NY,8/19/13,"Four Brothers Goat Farm, Millerton, NY 12546",Farm worker was killed after being run over by tractor.,Fatality,41.9537035,-73.5106791
MI,8/19/13,"Lake Painting Inc., Midland, MI 48640",One worker was killed and two hospitalized in a fall from self-propelling work platform.,Fatality,43.6155825,-84.2472116
MD,8/19/13,"Medallion Security Door & Window Company,                               Severn, MD 21144",Worker died when a 7-foot deep trench collapsed.,Fatality,39.1370528,-76.6983022
ME,8/19/13,"Moark LLC, Turner, ME 04282",Worker shot and killed in a chicken barn. ,Fatality,44.2564588,-70.2561671
MT,8/19/13,"Rick's Auto Body, Missoula, MT 59808",Employee died from burns from a vapor fire in a paint room.,Fatality,46.8605189,-114.019501
MS,8/19/13,"Southern Agri Systems Inc., Indianola, MS 38751",Forklift operator killed after being struck by a distracted driver.,Fatality,33.4509513,-90.6550917
CA,8/19/13,"Tutoring Club, Fountain Valley, CA 92708",Driver killed in vehicle accident.,Catastrophe,33.6943756,-117.9549779
FL,8/17/13,"50 State Security Inc., Homestead, FL 33032",Secutiry worker fatally while patrolling.,Fatality,25.5232393,-80.3769999
MS,8/17/13,"Custom Tower LLC, Louise, MS 39097",Worker installing satellite dishes to a communications tower died after falling 125 feet.,Fatality,32.9823505,-90.5887048
NY,8/17/13,"Golden Touch Painting, North Salem, NY 10560",Painter died after falling from a 30-foot ladder. ,Fatality,41.3377373,-73.5947459
TX,8/17/13,"Island Field Services LLC, Galveston, TX 77554",Worker died from chemical pneumonitis after being exposed to sulfuric acid and sulfur dioxide.,Fatality,29.2469914,-94.9039424
OH,8/17/13,"North American Roofing LLC, Ashtabula, OH 44004",Worker installing sheet metal roof materials died after falling 20 feet through a skylight.,Fatality,41.8650534,-80.7898089
TX,8/16/13,"Universal Pegasus Power Services Inc., ENCINO  TX 78353",Worker died from heat stroke during surveying operations.,Fatality,26.9361628,-98.1352829
NM,8/16/13,"US Forest Service, Albuquerque, NM 87109",Worker died from a spider bite.,Fatality,35.1663765,-106.5886199
OH,8/15/13,"FMS Drilling, Lafayette, OH 43845",Oil rig worker died after falling 60 feet.,Fatality,40.2706324,-81.7677645
FL,8/15/13,"Wire Mesh Corp., Jacksonville, FL 32226",Worker was fatally crushed between feeding cart and feeding tray roller assembly.,Fatality,30.4573359,-81.4937993
MN,8/14/13,"Aldridge Electric Inc., New Prague, MN 56071",Electrical worker died after falling into 50 foot hole.,Fatality,44.5432966,-93.5760652
MO,8/14/13,"Brothers With Brushes, Warrenton, MO 63383",Worker electrocuted by high tension wires.,Fatality,38.8211845,-91.1391977
NJ,8/14/13,"GroundsCare Landscape LLC, Watchung, NJ 07069",Landscape worker died from bee sting.,Fatality,40.63788,-74.4509863
OR,8/14/13,"LTM Inc., Wolf Creek, OR 97497",Worker struck and killed when a semi-truck while working on the grass side of a guardrail.,Fatality,42.6527077,-123.4193109
GA,8/14/13,"PermaFix of South Georgia Inc., Valdosta, GA 31601",Three workers hospitalized during a chemical fire. ,Catastrophe,30.8327022,-83.2784851
LA,8/14/13,"Timco Services Inc., Fort Polk, LA 71459",Worker died after falling 30 feet when the air hoist line became caught on an oil rig during rig-up operations.,Fatality,31.089107,-93.0576199
CA,8/14/13,"Unlimited Landscape, Costa Mesa, CA 92626",Worker died after falling from 10-foot ladder.,Fatality,33.6834142,-117.9073244
CA,8/13/13,"Elk Grove Milling Inc., Elk Grove, CA 95757",Worker killed when forklift rolled over onto him. ,Fatality,38.4087993,-121.3716178
KS,8/13/13,"JAG Construction, Hugoton, Goton, KS 67951","Worker died in concrete truck accident.
",Fatality,37.1402172,-101.2977322
FL,8/13/13,"John Wilkes Tree Service, Middleburg, FL 32068",Worker died in 50-foot fall from tree during trimming operations.,Fatality,30.0688512,-81.8603778
GA,8/13/13,"Owens Lumber Company Inc., Tallapoosa, GA 30176",Worker operating an edger struck and kille by a piece of lumber that was ejected from edging machine.  ,Fatality,33.7445499,-85.2880077
FL,8/12/13,"Atlantis Electronics Corporation, Pompano Beach, FL 33069",Warehouse worker died after falling from a ladder.,Fatality,26.2286939,-80.1596041
SC,8/12/13,"D & D Maintenance Services Inc., Hannahan, SC 29410",Worker electrocuted while performing work on a HVAC unit.  ,Fatality,32.9305786,-80.0031833
IA,8/12/13,"Dave Gryp Construction Inc., Victor, IA 52347",Worker struck and killed by skid loader while unloading wood posts. ,Fatality,41.7316675,-92.2979615
SC,8/12/13,"Jim Young Construction Company Inc., Andrews, SC 29510",Worker performing flag work in a road construction zone killed in a multiple vehicle collision.,Fatality,33.451278,-79.5608971
TX,8/12/13,"Techline Construction LLC, Victoria, TX 77905",Worker electrocuted by exposed and energized transmission line.,Fatality,28.8052674,-97.0035982
MO,8/12/13,"Thebeau Builders, Saint Clair, MO 63077",Three workers hospitalized during truss collapse.,Catastrophe,38.3475584,-90.9834027
NC,8/12/13,"Transmit Program Management LLC, Coats, NC 27521",Worker died after falling 200 feet from communication tower.,Fatality,35.4079393,-78.6719592
MO,8/11/13,"All Season Roofing & Restoration, Kansas City, MO 64120",Worker died in fall through skylight while installing insulation on a roof.,Fatality,39.1347147,-94.5160396
SC,8/11/13,"Perfection Home Repair, Chester, SC 29706",Worker electrocutred while trying to find water leak under a residential home.,Fatality,34.7048613,-81.2142561
TX,8/11/13,"Ritter Construction Company, Hochheim, TX 77967",Worker struck and killed by a 60-inch pipe wrench. ,Fatality,29.3035319,-97.2931904
CA,8/10/13,"Bakersfield Speedway, Bakersfield, CA 93308",Worker died after being struck by a race car. ,Fatality,35.2903092,-119.2570817
TX,8/10/13,"Capco Contractors Inc., Longview, TX 75604",Three employees were hospitalized after a flash fire during welding operations.,Fatality,32.502529,-94.8002333
NJ,8/10/13,"Frank J. Fazzio & Sons Inc., Pitman, NJ 08071",Worker died in fall from a truck.,Fatality,39.732892,-75.1315651
